num_admin_pages,admin_duration,num_info_pages,info_duration,num_product_pages,product_duration,bounce_rate,exit_rate,page_value,special_day_score,month,operating_system,browser,region,traffic_type,visitor_type,is_weekend,engagement_score,abandonment_score,high_intent
2,12,0,0,43,2595.280952,0.009090909,0.025378788,,0,Mar,2,4,7,1,,0,20.344734118771825,0.017234849,0
2,43,0,0,3,23,0,0.04,0,0,Mar,2,4,9,2,Returning_Visitor,0,2.471221532139179,0.02,0
3,119.5,0,0,17,673.625,0.02,0.02,0,0,Dec,3,2,1,10,Returning_Visitor,1,9.405662792375523,0.02,0
0,0,0,0,35,1608.7,0,0.002857143,0,0,Sep,2,4,3,2,,0,16.953521242084875,0.001428572,0
5,98,0,0,6,60,0.05,0.0525,0,0,Dec,3,2,5,2,Returning_Visitor,0,4.044349545669325,0.051250000000000004,0
0,0,0,0,4,95,0,0.05,0,0,Dec,8,13,9,20,Other,0,3.4257392765871346,0.025,0
0,0,0,0,2,76,0,0.05,0,0.6,Feb,3,2,3,3,Returning_Visitor,0,2.5375221687414737,0.025,0
0,0,0,0,35,586.375,0.018285714,0.053714286,0,0,Nov,2,4,1,3,Returning_Visitor,0,16.550265382969194,0.036000000000000004,0
0,0,0,0,3,79.5,0,0.033333333,0,0,,3,2,2,2,Returning_Visitor,0,2.9553028737698073,0.016666667,0
3,44,0,0,14,469.8761905,,0.005357143,0,0,Mar,2,4,1,10,Returning_Visitor,0,8.061838077712338,0.002678572,0
0,0,0,0,29,1137.166667,0,0.007142857,22.27457143,0,May,1,8,1,11,Returning_Visitor,1,14.414869624010363,0.003571429,1
0,0,0,0,1,0,0.2,0.2,,0,Mar,3,3,1,3,Returning_Visitor,1,0.4,0.2,0
1,12,0,0,99,,0.002061856,0.013745704,0,0,Nov,2,2,3,2,Returning_Visitor,0,42.92737091421379,0.00790378,1
11,603.8,2,102.75,305,5018.328289,0.001607717,0.005625881,0,0,,3,2,6,3,Returning_Visitor,0,125.80842055870428,0.003616799,1
0,0,0,0,28,2076.966667,0.003846154,0.017948718,0,0,Dec,2,2,8,2,Returning_Visitor,0,14.255658052250322,0.010897436,0
0,0,0,0,27,1544.533333,0.048148148,0.080246914,0,0,June,1,1,3,3,Returning_Visitor,0,13.737249731646804,0.064197531,0
1,38,0,0,12,,0.028571429,0.025,0,0,Mar,3,2,4,2,Returning_Visitor,0,6.721608417893304,0.026785714500000002,0
7,144.4615385,4,167.1666667,111,2312.337853,0.005128205,0.013887559,8.191922892,0,Nov,1,1,1,2,Returning_Visitor,0,48.29857869,0.009507882,1
5,53.5,0,0,57,2874.966667,0.003278689,0.016721311,0,0,May,2,2,1,4,Returning_Visitor,0,25.98565765148726,0.01,0
0,0,0,0,15,1148,0.014285714,0.05,0,0,Mar,3,2,1,3,,0,8.818658911139503,0.032142857000000004,0
0,0,0,0,4,44,0.025,0.083333333,0,0.2,May,2,2,5,6,Returning_Visitor,0,3.122664995908128,0.054166667,0
0,0,1,14,34,3900.428571,0.035714286,0.078938839,0,0.6,May,1,1,1,4,Returning_Visitor,0,17.107639226121037,0.057326563,0
6,523.3333333,3,37,34,581.2261905,0.023809524,0.030213239,0,0,May,2,2,2,1,Returning_Visitor,1,16.746743606279967,0.027011382,0
0,0,0,0,9,396.1666667,,0.022222222,0,0,Nov,3,2,8,13,Other,0,5.993742403181846,0.011111111,0
0,0,0,0,7,34,0.114285714,0.142857143,0,0.8,May,2,6,6,13,Returning_Visitor,0,4.222139224595766,0.128571429,0
2,165.2,0,0,36,983.425,0,0.010526316,0,0,Aug,2,4,8,6,New_Visitor,1,17.156823085749934,0.005263158,0
0,0,0,0,8,185.5,0.025,0.0375,0,0,,1,1,3,2,Returning_Visitor,1,5.291372495633548,0.03125,0
6,177.6,0,0,17,,0.009090909,0.022727273,31.99181419,0,Oct,4,1,1,2,Returning_Visitor,0,9.062093579136047,0.015909091,1
2,64,0,0,19,371.2272727,0.001666667,0.029166667,0,0,Mar,2,4,9,10,Returning_Visitor,0,9.967801846335442,0.015416667,0
0,0,0,0,26,409.3,0.007692308,0.038461538,0,0,Jul,1,1,1,1,Returning_Visitor,0,12.806755439779257,0.023076923000000003,0
1,38,2,20,57,,0.004,0.021833333,0,1,May,2,2,4,2,Returning_Visitor,1,26.393455185581967,0.012916667,0
1,12,0,0,16,565.4166667,0.028571429,0.027380952,0,0,Nov,3,2,1,10,Returning_Visitor,0,8.935731987046996,0.027976190499999998,0
0,0,0,0,140,2404.831006,,0.003142857,0,0,Nov,1,1,4,2,Returning_Visitor,0,59.11426026219902,0.002285714,1
0,0,0,0,7,289.5,0,0.014285714,0,0,Mar,1,1,1,1,Returning_Visitor,1,5.068641430516787,0.007142857,0
7,156.25,0,0,37,1037.355013,,0.0165,0,0,Mar,3,2,8,2,Returning_Visitor,0,17.578157208651685,0.00825,0
3,70.4,0,0,9,144.0666667,,0,0,0,Oct,1,1,1,3,New_Visitor,0,5.590877362841361,0,0
0,0,0,0,3,20,0,0.066666667,0,0,May,2,2,1,4,Returning_Visitor,0,2.417808975089369,0.033333334,0
3,18,0,0,14,411.5,0,0.023529412,0,0,Mar,2,2,8,2,Returning_Visitor,0,8.008894482309895,0.011764706,0
5,69.33333333,1,0,5,142,0,0.022222222,0,0,Mar,2,2,3,2,New_Visitor,0,4.1851378521039635,0.011111111,0
4,588.2972222,0,0,13,631.0674603,0.007058824,0.033529412,0,0,Nov,2,12,7,2,Returning_Visitor,0,7.779598451772583,0.020294118,0
0,0,0,0,6,72,0,0.05,0,0.8,May,2,2,4,4,Returning_Visitor,0,4.116183776459357,0.025,0
0,0,0,0,7,277,0,0.042857143,0,0.2,May,2,2,3,4,Returning_Visitor,0,5.051048445476255,0.021428572,0
4,131,1,0,39,1752.942857,0.020075188,0.03374269,0,0.2,May,1,1,3,4,Returning_Visitor,0,18.78784863748965,0.026908939,0
0,0,0,0,8,70.66666667,0.025,0.05,0,0,,2,2,9,10,Returning_Visitor,0,4.908810295802426,0.037500000000000006,0
0,0,0,0,2,689,0,0.1,0,0,May,2,2,3,2,New_Visitor,0,3.4146766390365224,0.05,0
5,55.5,0,0,63,1656.316667,0.004166667,0.015989583,0,0,Mar,2,2,2,2,Returning_Visitor,1,28.165182043119078,0.010078125,0
0,0,0,0,51,5818.916667,,0.022984749,0,0,Mar,2,2,1,1,Returning_Visitor,0,23.86761648889524,0.011982571,0
0,0,1,29,9,225.8333333,,0.02,0,0,,2,2,1,3,Returning_Visitor,1,5.969686213310585,0.01,0
3,40,0,0,9,1362,0,0.008333333,0,0,,2,2,7,6,,0,6.486977372678613,0.004166667,0
5,129.5,0,0,33,982,0,0.005882353,0,0,May,2,5,2,4,Returning_Visitor,1,15.956243648058868,0.002941177,1
0,0,0,0,3,0,,0.2,0,0,May,2,2,1,3,Returning_Visitor,0,1.2000000000000002,0.2,0
0,0,0,0,24,330.0833333,0.0375,0.043055556,0,1,May,1,1,7,4,Returning_Visitor,1,11.92094804237037,0.040277778,0
1,43.4,0,0,30,775.8883333,0,0.006896552,0,0,Oct,2,2,4,2,New_Visitor,0,14.662118649941206,0.003448276,0
0,0,0,0,6,66.9,0,0.02,0,0,Nov,3,2,1,2,New_Visitor,0,4.087214414,0.01,0
0,0,0,0,31,464.9333333,0.006451613,0.033870968,0,0,,2,2,3,3,Returning_Visitor,0,14.857617024921352,0.020161291,0
0,0,0,0,7,205.5,0.028571429,0.038095238,0,0,Nov,2,2,3,13,Returning_Visitor,1,4.932120164960436,0.033333334,0
0,0,0,0,11,109.5,0,0.022222222,0,0,,4,1,1,8,New_Visitor,0,6.282006208383123,0.011111111,0
8,117.0238095,2,57,11,252.8928571,0,0.011078431,0,0,May,2,2,2,4,Returning_Visitor,0,7.0147649422341924,0.005539216,0
1,81.6,0,0,42,2017.520714,0,0.023696145,0,0,Oct,2,2,1,2,Returning_Visitor,1,19.844048080926456,0.011848073,0
1,7,1,2,43,2325.611905,0.00952381,0.01814059,,0.8,,3,2,1,4,Returning_Visitor,0,20.500867348111345,0.013832200000000001,0
0,0,0,0,2,0,0,0.2,0,0.8,May,3,2,3,13,Returning_Visitor,0,0.8,0.1,0
0,0,0,0,8,183,0,0.00625,0,0,Dec,2,4,4,1,Returning_Visitor,0,5.285974303043595,0.003125,0
3,648,4,168.8333333,31,1300.728987,0.000555556,0.021511104,6.938235354,0,Mar,2,2,1,2,Returning_Visitor,0,16.06857945991854,0.01103333,0
0,0,0,0,7,,0.028571429,0.057142857,0,0.6,May,2,2,1,4,,0,4.879398812506331,0.042857143,0
0,0,0,0,3,88.5,0,0.033333333,0,0,Nov,3,2,1,3,,1,2.997695450112324,0.016666667,0
0,0,0,0,6,339.5,0,0.033333333,0,0,Nov,2,2,1,3,Returning_Visitor,0,4.732166050235827,0.016666667,0
2,29,1,0,9,536,0,0.018181818,37.51854545,0,,2,2,3,4,New_Visitor,0,6.3143992378035465,0.009090909,1
5,113.6666667,0,0,25,733.1666667,0.006896552,0.041609195,0,0,Sep,1,8,1,1,Returning_Visitor,0,12.639494427675052,0.024252874,0
0,0,0,0,25,644.875,0,0.044,0,0,Nov,2,2,3,2,Returning_Visitor,0,12.58824239464294,0.022,0
1,0,0,0,1,0,0.2,0.2,0,0.6,May,1,1,4,2,,0,0.4,0.2,0
7,2720.5,3,353.4,68,5943.547619,0.032236842,0.038623482,0,0,Jul,3,2,1,13,,0,31.276091884745824,0.035430162,0
0,0,0,0,82,3247.433333,0.002439024,0.012804878,0,0,Nov,2,2,1,2,Returning_Visitor,0,36.03437124308602,0.007621951,0
9,298.6666667,0,0,27,1084.5,0,0.010784314,22.96411765,0,Mar,2,2,1,8,New_Visitor,0,13.59591839572734,0.005392157,1
3,72.6,0,0,17,544.1,0,0.002,0,0,Sep,2,2,9,2,New_Visitor,0,9.320387705628095,0.001,0
4,23.53333333,0,0,10,118,0.011111111,0.066666667,0,0,June,2,2,2,3,Returning_Visitor,1,5.911649397244612,0.038888888999999996,0
0,0,0,0,4,75.4,0.1,0.125,0,0,Nov,3,3,1,3,,0,3.334393078,0.1125,0
17,218.741707,4,808.5,74,3591.744196,0.019767442,0.015609868,0,0,Nov,3,2,1,2,Returning_Visitor,0,33.67466863579098,0.017688655,0
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,1,New_Visitor,0,0.4,0.2,0
0,0,0,0,9,0,0.12,0.16,0,0.6,May,2,2,1,13,Returning_Visitor,0,3.6,0.14,0
8,126,1,13.4,13,,0.033333333,0.062,0,0,Oct,2,2,1,13,Returning_Visitor,0,7.555110853130637,0.047666666499999996,0
0,0,0,0,3,26,0,0.05,0,0,Mar,3,2,1,1,Returning_Visitor,0,2.518334746401732,0.025,0
0,0,0,0,13,217.9166667,0.015384615,0.035897436,0,0,Dec,2,2,1,2,,1,7.355476456019922,0.025641025499999998,0
5,193,1,13,66,2049.458471,0.004489796,0.012765306,29.45815149,0,Mar,3,2,3,1,Returning_Visitor,1,29.65032747660721,0.008627551,1
5,46.95833333,0,0,30,585.8,,0.002083333,0,0,Nov,2,2,1,10,Returning_Visitor,1,14.549873618507531,0.001041667,1
6,580.3333333,0,0,43,1326.107143,0.018367347,0.018160173,0,0,,1,1,3,2,Returning_Visitor,0,20.07630271,0.01826376,1
2,57.5,0,0,16,1226,0,0.0125,143.4766783,0,Dec,2,2,9,2,New_Visitor,1,9.244930977884366,0.00625,1
1,0,0,0,0,0,,0.2,0,0,Dec,3,2,1,3,Returning_Visitor,1,0,0.2,0
0,0,0,0,5,28.25,0.08,0.093333333,0,0,Nov,2,2,1,2,Returning_Visitor,1,3.3503518294711463,0.086666667,0
0,0,4,122.5,330,11208.35506,0.008042825,0.022913324,0,0,Nov,2,2,1,2,Returning_Visitor,0,136.52980159274037,0.015478075,1
2,57,1,4,35,1643.333333,0.010526316,0.031578947,0,0.2,May,2,2,1,4,Returning_Visitor,0,17.162036124945164,0.021052631500000002,0
0,0,0,0,3,278,0,0.066666667,0,0,May,1,1,1,15,Returning_Visitor,0,3.4524847127285465,0.033333334,0
5,158.7,0,0,51,1364.266667,0.007692308,0.011987179,0,0,Nov,3,2,3,2,,1,23.287642019591303,0.009839744,1
11,348.6547619,1,11,64,1229.289286,0,0.002493853,54.95126905,0,Mar,2,2,1,2,New_Visitor,0,28.646001845033243,0.001246927,1
3,115.125,0,0,46,909.522619,0.004255319,0.020449173,0,0,Mar,2,2,6,1,Returning_Visitor,0,21.125607496501356,0.012352246,0
1,5,0,0,6,,0,0.014285714,0,0,Jul,2,2,1,2,New_Visitor,0,4.3169917137172344,0.007142857,0
0,0,0,0,21,1483,,0.021754386,0,1,May,1,1,3,7,Returning_Visitor,1,11.32099856949093,0.014824562,0
0,0,0,0,39,1867.033333,0,0.020512821,0,0,Nov,2,4,4,2,Returning_Visitor,0,18.61305659,0.010256411,0
0,0,2,889.5,30,784.0833333,0.025,0.046875,0,0,Dec,2,2,6,13,Returning_Visitor,0,15.066315947687285,0.0359375,0
0,0,0,0,23,736.2333333,0.004545455,0.013636364,140.6621366,0,Dec,1,8,1,11,New_Visitor,0,11.841161776344542,0.00909091,1
1,2,1,0,77,2476.154789,,0.02648199,0,0,Dec,2,2,1,2,Returning_Visitor,0,34.12594636721985,0.015805098,1
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,8,1,11,Returning_Visitor,0,0.4,0.2,0
0,0,0,0,1,0,0.2,0.2,0,0.2,May,1,1,4,3,Returning_Visitor,0,0.4,0.2,0
3,49.33333333,5,303.25,7,148.5,0,0.014081633,0,0,Mar,3,2,2,2,Returning_Visitor,0,5.802918557132297,0.007040817,0
0,0,0,0,8,209.5,0,0.025,0,0,,2,2,1,1,Returning_Visitor,0,5.339794261248974,0.0125,0
0,0,0,0,5,180.3333333,,0.02,0,0,Mar,1,1,1,3,Returning_Visitor,1,4.080134783201604,0.02,0
0,0,2,407.5,14,1043.15,0.05,0.08125,0,0,Nov,1,1,1,2,Returning_Visitor,1,8.780383374513114,0.065625,0
0,0,0,0,22,346.8333333,0.038095238,0.057142857,12.55885714,0,May,2,2,7,2,Returning_Visitor,0,11.140689375101326,0.047619048,1
16,301.1369048,4,886.5,78,5097.41833,0.014132104,0.030390424,7.296889074,0,,3,2,2,2,,1,35.41467425569567,0.022261264,1
0,0,0,0,89,5044.75689,0.002528736,0.008376076,0,0.8,May,1,1,6,6,Returning_Visitor,0,39.01052117971397,0.005452406,1
11,79.75,0,0,31,419.25,,0.026893939,0,0.8,May,2,2,1,3,Returning_Visitor,0,14.816339908915491,0.016856061,0
0,0,0,0,2,0,0.2,0.2,0,0,Dec,3,7,3,1,Returning_Visitor,0,0.8,0.2,0
0,0,0,0,24,1010.25,0.008333333,0.016666667,31.81967723,0,Dec,3,2,8,2,Returning_Visitor,0,12.367576987349082,0.0125,1
3,92.6,0,0,9,,0,0.024242424,0,0,Nov,2,2,5,2,Returning_Visitor,1,6.176761208343551,0.012121212,0
3,58.4,0,0,12,197,0,0.028571429,0,0,Nov,2,2,2,2,,0,6.915306812277815,0.014285715,0
2,32,1,70,16,504.0833333,0.005714286,0.019047619,9.543060317,0,,2,2,3,8,Returning_Visitor,0,9.089889372838917,0.012380952499999999,0
0,0,0,0,38,2101.733333,0.010526316,0.028070175,0,0.8,May,2,2,3,1,Returning_Visitor,0,18.260397345809654,0.019298246,0
3,40,0,0,19,1051.5,0.008333333,0.030555556,12.18,0.6,,1,1,4,3,Returning_Visitor,0,10.383569426222614,0.019444445,1
2,127,0,0,19,1431.666667,0,0.01,0,0.2,May,2,2,4,2,Returning_Visitor,0,10.506917115506806,0.005,1
3,226.9545455,0,0,57,4895.022989,0.003333333,0.023321256,0,0,May,2,2,1,13,Returning_Visitor,0,26.19847140785873,0.013327295,0
3,37.3,4,166,67,3872.50942,0.039495923,0.04474971,2.341419718,0,May,3,2,3,2,Returning_Visitor,1,30.904766480791253,0.042122817,0
3,62,0,0,13,2038,0,0.021428571,0,0,May,2,2,8,3,New_Visitor,0,8.248085908229783,0.010714286,0
3,71,3,246,39,1501.333333,0,0.009756098,0,0,May,3,2,1,2,Returning_Visitor,1,19.125909893520266,0.004878049,0
0,0,1,18,36,833.0833333,0.032432432,0.055225225,0,1,May,1,1,7,3,Returning_Visitor,1,17.29053332695642,0.043828829,0
0,0,0,0,1,0,0.2,0.2,0,0,Sep,2,2,1,1,Returning_Visitor,1,0.4,0.2,0
1,0,0,0,6,261.6666667,0.071428571,0.125714286,0,0,June,3,2,2,4,Returning_Visitor,0,4.628354321,0.098571429,0
0,0,0,0,37,1254.75,0.002631579,0.010175439,34.15414773,0,Nov,2,2,2,7,Returning_Visitor,0,17.654195313052064,0.006403509,1
2,43.4,2,16.2,31,1279.806667,0.006857143,0.02952381,0,0,Sep,1,1,3,2,Returning_Visitor,1,15.662098146803748,0.018190477,0
0,0,0,0,15,865,0.026666667,0.04,57.584,0,,2,2,1,4,Returning_Visitor,0,8.705553963424974,0.033333334,1
3,69.6,0,0,9,199.1333333,0,0.006060606,0,0,Jul,1,1,1,2,,0,5.7195935243698575,0.003030303,0
4,58,0,0,31,806.5,0,0.009375,9.7455,0,May,2,4,1,4,Returning_Visitor,0,15.077577222038725,0.0046875,1
0,0,0,0,9,140.2,,0.044444444,0,0,Sep,2,2,9,2,New_Visitor,1,5.580070930023657,0.022222222,0
0,0,0,0,2,254,0,0.1,0,0,,3,2,4,1,Returning_Visitor,0,3.016505418,0.05,0
8,26.41666667,1,391,61,1037.807143,0.003174603,0.027115142,0,0.6,May,2,5,2,2,Returning_Visitor,0,27.378331342387305,0.015144873,0
0,0,2,7,11,192.75,0,0.034615385,0,0.6,May,2,2,1,3,,0,6.906627467293383,0.017307693,0
0,0,0,0,34,1401.458333,0,0.023529412,0,0,,2,2,9,11,New_Visitor,0,16.49839277114585,0.011764706,1
8,85.5,0,0,41,1135.860714,,0.025876068,11.87691429,1,May,2,2,1,2,Returning_Visitor,1,19.21441039326726,0.012938034,0
0,0,0,0,10,80.5,0.083333333,0.092222222,,0,Dec,2,2,1,3,Returning_Visitor,0,5.760241208098726,0.087777778,0
6,91.75,0,0,11,380.6666667,0,0.005128205,0,0,Dec,2,2,1,2,Returning_Visitor,1,6.777819050963027,0.002564103,0
6,108,2,43.66666667,118,3712.8116,0.003252033,0.010310363,8.256572358,0,May,2,10,3,4,Returning_Visitor,1,50.88792561,0.006781198,1
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,3,Returning_Visitor,0,0.4,0.2,0
3,81.33333333,1,32.5,17,733.5,,0.002631579,0,0,Dec,2,7,9,10,Returning_Visitor,1,9.639675998245574,0.00131579,0
1,82,0,0,59,1927.122222,0.007909605,0.023728814,23.87629104,0,May,2,2,9,13,Returning_Visitor,0,26.625720746525904,0.01581921,1
0,0,0,0,3,18,0.033333333,0.166666667,,1,May,3,2,1,4,Returning_Visitor,1,2.3777755916665764,0.1,0
0,0,0,0,1,35.25,0,0.066666667,0,0,Nov,1,1,3,2,,0,1.8361757525202735,0.033333334,0
0,0,0,0,4,27.5,0.1,0.15,0,0,Dec,3,2,1,13,Returning_Visitor,0,2.9399616349098423,0.125,0
0,0,0,0,2,17,0,0.1,0,0,,4,1,4,10,Returning_Visitor,1,1.956148703158466,0.05,0
2,26,0,0,38,1689.708333,0.0125,0.0295,0,0,Nov,2,2,1,13,Returning_Visitor,0,18.17316114082341,0.020999999999999998,0
3,146.5,3,277.1333333,31,700.0466667,,0.01712963,0,0,Aug,1,1,5,2,Returning_Visitor,1,15.621029782572313,0.008564815,0
5,66.5,0,0,29,1141.175,,0.025902778,0,0,,3,2,1,2,Returning_Visitor,0,14.416275847362346,0.018159723,0
1,8,5,358.75,36,991.5,0.014285714,0.031904762,0,0,Dec,1,1,8,2,,0,18.160090805024538,0.023095238,0
0,0,0,0,14,494,0,0.042857143,0,0,,4,1,1,3,Returning_Visitor,0,8.081823105027476,0.021428572,0
0,0,0,0,13,524,0,0.016666667,45.4642609,0,Nov,2,4,9,8,New_Visitor,1,7.705359305,0.008333334,1
16,235.25,1,46.66666667,74,3206.193407,0.004819277,0.019399025,10.67331708,0.6,May,2,2,3,1,Returning_Visitor,0,33.02926060225559,0.012109151,1
0,0,0,0,8,204.75,0,0.033333333,0,0,Dec,1,1,1,1,Returning_Visitor,1,5.330664735822872,0.016666667,0
0,0,0,0,13,737.1666667,0.038461538,0.084615385,0,0,Nov,3,2,3,13,Returning_Visitor,0,7.841667854,0.061538462,0
6,132.22,3,18,22,418.8444444,0,0.001020408,0,0,Oct,2,2,1,2,New_Visitor,1,11.815953708878856,0.000510204,0
10,214.7833333,3,30.2,52,1968.942963,0.004166667,0.023015892,17.75267237,0,,3,3,3,2,Returning_Visitor,1,24.43430394740841,0.01359128,1
0,0,0,0,21,436.8125,0.001904762,0.028338002,0,0.4,May,2,2,4,2,,0,10.832716294612531,0.015121382000000001,0
11,151.525,6,435.25,72,5251.382738,0,0.009969093,13.77521629,0,Dec,2,2,4,2,Returning_Visitor,0,33.426574842992736,0.004984547,1
1,9.5,0,0,23,1223,0.015217391,0.012463768,0,0,Feb,1,1,1,2,Returning_Visitor,1,12.04395178522891,0.01384058,0
0,0,0,0,3,48,0,0.066666667,0,0,Mar,4,1,1,1,Returning_Visitor,0,2.7567281192442508,0.033333334,0
